#assembly	accession	start	stop	name	query	e-value	score	bias
GCF_003628395.1	NZ_RCAL01000070.1	14432	15697	lcl|ORF8_NZ_RCAL01000070.1:14432:15697	TIGR01865.1	0.00089	15.9	2.4
GCF_003629145.1	NZ_RAFL01000058.1	2590	3228	lcl|ORF18_NZ_RAFL01000058.1:2590:3228	TIGR01865.1	5.5e-06	24.1	0.0
GCF_003629145.1	NZ_RAFL01000058.1	2590	3228	lcl|ORF18_NZ_RAFL01000058.1:2590:3228	TIGR03031.1	0.0042	14.5	0.0
GCF_003629165.1	NZ_RAFK01000038.1	3351	3989	lcl|ORF1_NZ_RAFK01000038.1:3351:3989	TIGR01865.1	5.5e-06	24.1	0.0
GCF_003629165.1	NZ_RAFK01000038.1	3351	3989	lcl|ORF1_NZ_RAFK01000038.1:3351:3989	TIGR03031.1	0.0042	14.5	0.0
GCF_003629185.1	NZ_RAFJ01000023.1	2708	3346	lcl|ORF30_NZ_RAFJ01000023.1:2708:3346	TIGR01865.1	5.5e-06	24.1	0.0
GCF_003629185.1	NZ_RAFJ01000023.1	2708	3346	lcl|ORF30_NZ_RAFJ01000023.1:2708:3346	TIGR03031.1	0.0042	14.5	0.0
GCF_003629235.1	NZ_RAFH01000059.1	2590	3228	lcl|ORF18_NZ_RAFH01000059.1:2590:3228	TIGR01865.1	5.5e-06	24.1	0.0
GCF_003629235.1	NZ_RAFH01000059.1	2590	3228	lcl|ORF18_NZ_RAFH01000059.1:2590:3228	TIGR03031.1	0.0042	14.5	0.0
GCF_003629245.1	NZ_RAFG01000136.1	3351	3989	lcl|ORF1_NZ_RAFG01000136.1:3351:3989	TIGR01865.1	5.4e-06	24.1	0.0
GCF_003629245.1	NZ_RAFG01000136.1	3351	3989	lcl|ORF1_NZ_RAFG01000136.1:3351:3989	TIGR03031.1	0.0042	14.5	0.0
GCF_003629275.1	NZ_RAFF01000320.1	2719	3357	lcl|ORF7_NZ_RAFF01000320.1:2719:3357	TIGR01865.1	5.5e-06	24.1	0.0
GCF_003629275.1	NZ_RAFF01000320.1	2719	3357	lcl|ORF7_NZ_RAFF01000320.1:2719:3357	TIGR03031.1	0.0042	14.5	0.0
GCF_003629535.1	NZ_RAES01000270.1	32109	32630	lcl|ORF9_NZ_RAES01000270.1:32109:32630	TIGR01865.1	0.042	11.2	0.0
GCF_003629545.1	NZ_RAER01000174.1	4617	5138	lcl|ORF1_NZ_RAER01000174.1:4617:5138	TIGR01865.1	0.042	11.2	0.0
GCF_003629555.1	NZ_RAEQ01000381.1	36880	37401	lcl|ORF22_NZ_RAEQ01000381.1:36880:37401	TIGR01865.1	0.042	11.2	0.0
GCF_003629595.1	NZ_RAEP01000073.1	20348	20869	lcl|ORF21_NZ_RAEP01000073.1:20348:20869	TIGR01865.1	0.042	11.2	0.0
GCF_003629605.1	NZ_RAEO01000128.1	5004	4483	lcl|ORF9_NZ_RAEO01000128.1:5004:4483	TIGR01865.1	0.043	11.2	0.0
GCF_003629625.1	NZ_RAEN01000245.1	5004	4483	lcl|ORF38_NZ_RAEN01000245.1:5004:4483	TIGR01865.1	0.043	11.2	0.0
GCF_003629845.1	NZ_RAEC01000062.1	173655	174308	lcl|ORF42_NZ_RAEC01000062.1:173655:174308	TIGR01865.1	0.00011	19.7	0.1
GCF_003632215.1	NZ_QZYU01000341.1	58993	58484	lcl|ORF90_NZ_QZYU01000341.1:58993:58484	TIGR01865.1	0.036	11.4	0.0
GCF_003632395.1	NZ_QZYJ01000213.1	35293	34547	lcl|ORF135_NZ_QZYJ01000213.1:35293:34547	TIGR01865.1	0.0093	13.5	0.0
GCF_003632555.1	NZ_QZXU01000099.1	150478	149435	lcl|ORF257_NZ_QZXU01000099.1:150478:149435	TIGR01865.1	1.3	6.2	3.4
GCF_003632575.1	NZ_QZXR01000042.1	12105	13148	lcl|ORF7_NZ_QZXR01000042.1:12105:13148	TIGR01865.1	0.18	9.1	1.9
GCF_003632585.1	NZ_QZXQ01000175.1	18715	19758	lcl|ORF29_NZ_QZXQ01000175.1:18715:19758	TIGR01865.1	0.18	9.1	1.9
GCF_003632615.1	NZ_QZXL01000261.1	11649	10045	lcl|ORF23_NZ_QZXL01000261.1:11649:10045	TIGR01865.1	6.1e-07	27.3	0.2
GCF_003632615.1	NZ_QZXL01000166.1	10550	11593	lcl|ORF22_NZ_QZXL01000166.1:10550:11593	TIGR01865.1	1.3	6.3	3.2
GCF_003632625.1	NZ_QZXM01000275.1	1273	2877	lcl|ORF3_NZ_QZXM01000275.1:1273:2877	TIGR01865.1	6.1e-07	27.3	0.2
GCF_003632625.1	NZ_QZXM01000046.1	4994	6037	lcl|ORF9_NZ_QZXM01000046.1:4994:6037	TIGR01865.1	1.3	6.3	3.2
GCF_003633395.1	NZ_QZXT01000072.1	12105	13148	lcl|ORF7_NZ_QZXT01000072.1:12105:13148	TIGR01865.1	0.18	9.1	1.9
GCF_003633405.1	NZ_QZXS01000006.1	12105	13148	lcl|ORF7_NZ_QZXS01000006.1:12105:13148	TIGR01865.1	0.18	9.1	1.9
GCF_003633775.1	NZ_RBIN01000002.1	41447	40848	lcl|ORF472_NZ_RBIN01000002.1:41447:40848	TIGR01865.1	8.6e-06	22.6	0.0
GCF_003633775.1	NZ_RBIN01000002.1	41447	40848	lcl|ORF472_NZ_RBIN01000002.1:41447:40848	TIGR03031.1	0.069	9.6	0.0
GCF_003633905.1	NZ_RBIB01000008.1	46749	47414	lcl|ORF14_NZ_RBIB01000008.1:46749:47414	TIGR01865.1	0.0001	19.5	0.0
GCF_003634075.1	NZ_RBIO01000001.1	569276	569848	lcl|ORF2000_NZ_RBIO01000001.1:569276:569848	TIGR01865.1	5.9e-05	19.9	0.0
GCF_003634075.1	NZ_RBIO01000001.1	3603872	3603258	lcl|ORF5050_NZ_RBIO01000001.1:3603872:3603258	TIGR01865.1	0.0014	15.4	0.0
GCF_003634285.1	NZ_RBXK01000001.1	744457	745011	lcl|ORF345_NZ_RBXK01000001.1:744457:745011	TIGR01865.1	3e-05	20.3	0.0
GCF_003634315.1	NZ_RBXL01000001.1	1327298	1326669	lcl|ORF6626_NZ_RBXL01000001.1:1327298:1326669	TIGR01865.1	0.029	11.6	0.0
GCF_003634515.1	NZ_RBKW01000009.1	197752	196739	lcl|ORF534_NZ_RBKW01000009.1:197752:196739	TIGR01865.1	0.0028	14.3	0.0
GCF_003634515.1	NZ_RBKW01000009.1	165221	164397	lcl|ORF464_NZ_RBKW01000009.1:165221:164397	TIGR01865.1	7.3	3.0	7.6
GCF_003634575.1	NZ_RBLJ01000003.1	627545	626997	lcl|ORF416_NZ_RBLJ01000003.1:627545:626997	TIGR03031.1	0.024	10.7	0.1
GCF_003634665.1	NZ_RBJC01000010.1	27922	31098	lcl|ORF19_NZ_RBJC01000010.1:27922:31098	TIGR01865.1	8e-229	758.7	5.6
GCF_003640395.1	NZ_RBZQ01000004.1	327245	326877	lcl|ORF672_NZ_RBZQ01000004.1:327245:326877	TIGR01865.1	0.68	6.6	2.9
GCF_003651185.1	NZ_RCDC01000004.1	1172599	1173258	lcl|ORF910_NZ_RCDC01000004.1:1172599:1173258	TIGR01865.1	0.00052	17.0	0.0
GCF_003660205.1	NZ_CP032833.1	272288	272653	lcl|ORF2081_NZ_CP032833.1:272288:272653	TIGR01865.1	5.9e-05	20.1	0.0
GCF_003664325.1	NZ_RCDA01000004.1	71878	71324	lcl|ORF240_NZ_RCDA01000004.1:71878:71324	TIGR01865.1	0.0014	14.8	0.0
GCF_003664635.1	NZ_RCHD01000016.1	5469	5074	lcl|ORF48_NZ_RCHD01000016.1:5469:5074	TIGR01865.1	1.7e-07	27.6	0.2
GCF_003664635.1	NZ_RCHD01000052.1	11596	10550	lcl|ORF10_NZ_RCHD01000052.1:11596:10550	TIGR01865.1	5.5e-06	22.6	0.2
GCF_003664645.1	NZ_RCHC01000014.1	86486	87106	lcl|ORF44_NZ_RCHC01000014.1:86486:87106	TIGR01865.1	5.6e-08	29.1	0.1
GCF_003664645.1	NZ_RCHC01000005.1	158348	158743	lcl|ORF92_NZ_RCHC01000005.1:158348:158743	TIGR01865.1	1.6e-07	27.6	0.2
GCF_003664645.1	NZ_RCHC01000021.1	670	1083	lcl|ORF8_NZ_RCHC01000021.1:670:1083	TIGR03031.1	0.003	13.4	0.5
GCF_003664915.1	NZ_RCGL01000022.1	9552	10250	lcl|ORF2_NZ_RCGL01000022.1:9552:10250	TIGR01865.1	0.00078	16.3	0.5
GCF_003665415.1	NZ_CP032871.1	656847	656203	lcl|ORF6404_NZ_CP032871.1:656847:656203	TIGR01865.1	0.076	10.1	0.1
GCF_003665455.1	NZ_CP023662.1	3011643	3012299	lcl|ORF782_NZ_CP023662.1:3011643:3012299	TIGR01865.1	2e-05	21.9	0.0
GCF_003665455.1	NZ_CP023662.1	3282760	3282230	lcl|ORF5489_NZ_CP023662.1:3282760:3282230	TIGR01865.1	0.36	7.9	2.6
GCF_003665475.1	NZ_CP023661.1	3022300	3022956	lcl|ORF2019_NZ_CP023661.1:3022300:3022956	TIGR01865.1	2.1e-05	21.9	0.0
GCF_003665475.1	NZ_CP023661.1	3293403	3292873	lcl|ORF6768_NZ_CP023661.1:3293403:3292873	TIGR01865.1	0.36	7.9	2.6
GCF_003666145.1	NZ_MJLY01000039.1	38092	38475	lcl|ORF12_NZ_MJLY01000039.1:38092:38475	TIGR01865.1	1.9	4.9	5.9
GCF_003666145.1	NZ_MJLY01000037.1	17850	17515	lcl|ORF36_NZ_MJLY01000037.1:17850:17515	TIGR03031.1	0.033	10.6	0.0
GCF_003666185.1	NZ_MJLU01000002.1	67365	69365	lcl|ORF14_NZ_MJLU01000002.1:67365:69365	TIGR01865.1	0.88	6.2	11.1
GCF_003666205.1	NZ_MJLV01000001.1	483040	481040	lcl|ORF504_NZ_MJLV01000001.1:483040:481040	TIGR01865.1	0.87	6.2	11.1
GCF_003666225.1	NZ_MJLW01000005.1	168323	167955	lcl|ORF164_NZ_MJLW01000005.1:168323:167955	TIGR01865.1	3.6	4.2	4.9
GCF_003666235.1	NZ_MJLX01000098.1	4029	4412	lcl|ORF2_NZ_MJLX01000098.1:4029:4412	TIGR01865.1	1.7	5.0	5.9
GCF_003666235.1	NZ_MJLX01000035.1	17795	17460	lcl|ORF48_NZ_MJLX01000035.1:17795:17460	TIGR03031.1	0.035	10.5	0.0
GCF_003668795.1	NZ_CP033066.1	794421	795992	lcl|ORF110_NZ_CP033066.1:794421:795992	TIGR01865.1	3e-06	23.6	0.4
GCF_003669815.1	NZ_NRCG01000009.1	88385	89131	lcl|ORF111_NZ_NRCG01000009.1:88385:89131	TIGR01865.1	0.0096	13.5	0.0
GCF_003669825.1	NZ_NRCE01000059.1	88377	89123	lcl|ORF15_NZ_NRCE01000059.1:88377:89123	TIGR01865.1	0.0096	13.5	0.0
GCF_003670075.1	NZ_NRQK01000178.1	1684	2727	lcl|ORF2_NZ_NRQK01000178.1:1684:2727	TIGR01865.1	2.4e-06	23.8	0.3
GCF_003670085.1	NZ_NRQN01000005.1	233355	234368	lcl|ORF48_NZ_NRQN01000005.1:233355:234368	TIGR01865.1	0.00078	16.2	0.0
GCF_003675305.1	NZ_CP033076.1	2375764	2376780	lcl|ORF1210_NZ_CP033076.1:2375764:2376780	TIGR01865.1	0.00064	16.4	0.0
GCF_003686475.1	NZ_RDDB01000032.1	59001	58609	lcl|ORF86_NZ_RDDB01000032.1:59001:58609	TIGR01865.1	0.0071	12.9	0.1
GCF_003686835.1	NZ_RDDG01000133.1	4136	4516	lcl|ORF5_NZ_RDDG01000133.1:4136:4516	TIGR01865.1	0.0018	14.9	0.9
GCF_003687945.1	NZ_RDWF01000023.1	62561	61887	lcl|ORF52_NZ_RDWF01000023.1:62561:61887	TIGR01865.1	0.00015	18.5	1.1
GCF_003687945.1	NZ_RDWF01000105.1	4454	5074	lcl|ORF2_NZ_RDWF01000105.1:4454:5074	TIGR01865.1	4.1	3.8	7.6
GCF_003688415.1	NZ_REFJ01000001.1	621608	623143	lcl|ORF334_NZ_REFJ01000001.1:621608:623143	TIGR01865.1	0.00083	14.8	1.0
GCF_003688835.1	NZ_RCWW01000002.1	249464	250150	lcl|ORF690_NZ_RCWW01000002.1:249464:250150	TIGR01865.1	1.2e-05	22.5	0.0
GCF_003689515.1	NZ_QGEM01000044.1	241605	241997	lcl|ORF48_NZ_QGEM01000044.1:241605:241997	TIGR01865.1	0.0081	12.6	0.1
GCF_003689535.1	NZ_QGEN01000045.1	63848	63456	lcl|ORF27_NZ_QGEN01000045.1:63848:63456	TIGR01865.1	0.0081	12.6	0.1
GCF_003689575.1	NZ_QGEW01000082.1	97947	97555	lcl|ORF68_NZ_QGEW01000082.1:97947:97555	TIGR01865.1	0.0082	12.6	0.1
GCF_003689675.1	NZ_QGFQ01000026.1	2821	3213	lcl|ORF15_NZ_QGFQ01000026.1:2821:3213	TIGR01865.1	0.008	12.6	0.1
GCF_003689695.1	NZ_QGEP01000089.1	2671	3063	lcl|ORF17_NZ_QGEP01000089.1:2671:3063	TIGR01865.1	0.0085	12.6	0.1
GCF_003689705.1	NZ_QGES01000032.1	97917	97525	lcl|ORF55_NZ_QGES01000032.1:97917:97525	TIGR01865.1	0.0081	12.6	0.1
GCF_003689735.1	NZ_QGEU01000052.1	63693	63301	lcl|ORF53_NZ_QGEU01000052.1:63693:63301	TIGR01865.1	0.008	12.6	0.1
GCF_003689775.1	NZ_QGFD01000078.1	2572	2964	lcl|ORF23_NZ_QGFD01000078.1:2572:2964	TIGR01865.1	0.0092	12.6	0.1
GCF_003689845.1	NZ_QGFG01000045.1	63693	63301	lcl|ORF133_NZ_QGFG01000045.1:63693:63301	TIGR01865.1	0.0082	12.6	0.1
GCF_003689905.1	NZ_QGFK01000048.1	73921	74313	lcl|ORF37_NZ_QGFK01000048.1:73921:74313	TIGR01865.1	0.008	12.6	0.1
GCF_003690055.1	NZ_QGFA01000186.1	2331	2723	lcl|ORF2_NZ_QGFA01000186.1:2331:2723	TIGR01865.1	0.0082	12.6	0.1
GCF_003690115.1	NZ_QGFH01000042.1	63841	63449	lcl|ORF54_NZ_QGFH01000042.1:63841:63449	TIGR01865.1	0.0081	12.6	0.1
GCF_003690135.1	NZ_QGFR01000069.1	63865	63473	lcl|ORF29_NZ_QGFR01000069.1:63865:63473	TIGR01865.1	0.0076	12.6	0.1
GCF_003690175.1	NZ_QGFS01000035.1	63838	63446	lcl|ORF39_NZ_QGFS01000035.1:63838:63446	TIGR01865.1	0.008	12.6	0.1
GCF_003691565.1	NZ_CP033162.1	3544017	3544709	lcl|ORF684_NZ_CP033162.1:3544017:3544709	TIGR01865.1	0.0024	14.7	0.0
GCF_003693455.1	NZ_RDRD01000207.1	3002	2322	lcl|ORF10_NZ_RDRD01000207.1:3002:2322	TIGR03031.1	0.036	11.0	0.0
GCF_003696305.1	NZ_RFFK01000004.1	432976	432335	lcl|ORF294_NZ_RFFK01000004.1:432976:432335	TIGR01865.1	0.0027	14.7	0.0
GCF_003697345.1	NZ_RFLY01000005.1	66594	65932	lcl|ORF251_NZ_RFLY01000005.1:66594:65932	TIGR01865.1	0.002	14.5	0.0
GCF_003698545.1	NZ_MCMC01000006.1	85885	86631	lcl|ORF116_NZ_MCMC01000006.1:85885:86631	TIGR01865.1	0.0089	13.5	0.0
GCF_003698905.1	NZ_RBNR01000295.1	21794	22225	lcl|ORF48_NZ_RBNR01000295.1:21794:22225	TIGR01865.1	1.1	6.3	3.6
GCF_003699045.1	NZ_RBOH01000327.1	28599	27916	lcl|ORF46_NZ_RBOH01000327.1:28599:27916	TIGR01865.1	0.06	10.4	0.1
GCF_003699095.1	NZ_RBOL01001114.1	5475	4831	lcl|ORF7_NZ_RBOL01001114.1:5475:4831	TIGR01865.1	0.082	9.9	0.2
GCF_003699095.1	NZ_RBOL01001029.1	5477	6337	lcl|ORF1_NZ_RBOL01001029.1:5477:6337	TIGR03031.1	0.072	10.0	0.1
GCF_003699125.1	NZ_RBOT01000375.1	3666	4310	lcl|ORF1_NZ_RBOT01000375.1:3666:4310	TIGR01865.1	0.08	9.9	0.2
GCF_003699215.1	NZ_RBPF01000252.1	40666	39983	lcl|ORF120_NZ_RBPF01000252.1:40666:39983	TIGR01865.1	0.054	10.4	0.1
GCF_003699255.1	NZ_RBNM01000376.1	39189	39872	lcl|ORF11_NZ_RBNM01000376.1:39189:39872	TIGR01865.1	0.054	10.4	0.1
GCF_003699315.1	NZ_RBNP01000353.1	648	4	lcl|ORF36_NZ_RBNP01000353.1:648:4	TIGR01865.1	0.082	9.9	0.2
GCF_003699365.1	NZ_RBNW01000015.1	57247	56564	lcl|ORF130_NZ_RBNW01000015.1:57247:56564	TIGR01865.1	0.058	10.4	0.1
GCF_003699395.1	NZ_RBNY01001109.1	881	198	lcl|ORF10_NZ_RBNY01001109.1:881:198	TIGR01865.1	0.058	10.4	0.1
GCF_003699405.1	NZ_RBNX01000156.1	28738	28055	lcl|ORF71_NZ_RBNX01000156.1:28738:28055	TIGR01865.1	0.057	10.4	0.1
GCF_003699425.1	NZ_RBNZ01000408.1	21919	22563	lcl|ORF12_NZ_RBNZ01000408.1:21919:22563	TIGR01865.1	0.08	9.9	0.2
GCF_003699445.1	NZ_RBOA01000337.1	3665	4348	lcl|ORF11_NZ_RBOA01000337.1:3665:4348	TIGR01865.1	0.056	10.5	0.1
GCF_003699475.1	NZ_RBOC01000006.1	10523	9882	lcl|ORF45_NZ_RBOC01000006.1:10523:9882	TIGR01865.1	0.03	11.4	0.1
GCF_003699505.1	NZ_RBOB01000062.1	107374	106730	lcl|ORF156_NZ_RBOB01000062.1:107374:106730	TIGR01865.1	0.068	10.1	0.1
GCF_003699535.1	NZ_RBOI01000041.1	123540	122668	lcl|ORF156_NZ_RBOI01000041.1:123540:122668	TIGR03031.1	0.005	13.8	0.0
GCF_003699565.1	NZ_RBOM01000103.1	38094	38738	lcl|ORF10_NZ_RBOM01000103.1:38094:38738	TIGR01865.1	0.081	9.9	0.2
GCF_003699605.1	NZ_RBON01000239.1	67497	68141	lcl|ORF16_NZ_RBON01000239.1:67497:68141	TIGR01865.1	0.083	9.9	0.2
GCF_003699635.1	NZ_RBOO01000287.1	72523	71879	lcl|ORF87_NZ_RBOO01000287.1:72523:71879	TIGR01865.1	0.073	10.1	0.1
GCF_003699655.1	NZ_RBOP01000087.1	18965	19300	lcl|ORF18_NZ_RBOP01000087.1:18965:19300	TIGR01865.1	0.072	10.0	0.3
GCF_003699675.1	NZ_RBOQ01000315.1	8381	7737	lcl|ORF20_NZ_RBOQ01000315.1:8381:7737	TIGR01865.1	0.08	9.9	0.2
GCF_003699685.1	NZ_RBOR01000792.1	883	239	lcl|ORF3_NZ_RBOR01000792.1:883:239	TIGR01865.1	0.082	9.9	0.2
GCF_003699735.1	NZ_RBOU01000004.1	3666	4310	lcl|ORF1_NZ_RBOU01000004.1:3666:4310	TIGR01865.1	0.082	9.9	0.2
GCF_003699695.1	NZ_RBOS01000597.1	5823	5179	lcl|ORF6_NZ_RBOS01000597.1:5823:5179	TIGR01865.1	0.083	9.9	0.2
GCF_003699855.1	NZ_RBPD01000074.1	5966	6649	lcl|ORF26_NZ_RBPD01000074.1:5966:6649	TIGR01865.1	0.049	10.6	0.1
GCF_003699995.1	NZ_RBPN01000297.1	41072	39984	lcl|ORF59_NZ_RBPN01000297.1:41072:39984	TIGR01865.1	0.0034	14.5	0.3
GCF_003699995.1	NZ_RBPN01000186.1	53855	53295	lcl|ORF68_NZ_RBPN01000186.1:53855:53295	TIGR01865.1	0.036	11.1	0.0
GCF_003700005.1	NZ_RBPS01000103.1	9226	8582	lcl|ORF12_NZ_RBPS01000103.1:9226:8582	TIGR01865.1	0.081	9.9	0.2
GCF_003700095.1	NZ_RBQD01000010.1	43552	44235	lcl|ORF26_NZ_RBQD01000010.1:43552:44235	TIGR01865.1	0.056	10.4	0.1
GCF_003700145.1	NZ_RBQM01000210.1	13697	13014	lcl|ORF65_NZ_RBQM01000210.1:13697:13014	TIGR01865.1	0.054	10.4	0.1
GCF_003700185.1	NZ_RBQR01000192.1	31106	28686	lcl|ORF32_NZ_RBQR01000192.1:31106:28686	TIGR01865.1	0.051	10.8	0.0
GCF_003700195.1	NZ_RBQN01000083.1	49522	50166	lcl|ORF24_NZ_RBQN01000083.1:49522:50166	TIGR01865.1	0.082	9.9	0.2
GCF_003700235.1	NZ_RBQS01000335.1	16266	16910	lcl|ORF7_NZ_RBQS01000335.1:16266:16910	TIGR01865.1	0.07	10.1	0.1
GCF_003700245.1	NZ_RBQV01000193.1	21831	22475	lcl|ORF6_NZ_RBQV01000193.1:21831:22475	TIGR01865.1	0.081	9.9	0.2
GCF_003700295.1	NZ_RBRG01000084.1	660	16	lcl|ORF55_NZ_RBRG01000084.1:660:16	TIGR01865.1	0.08	9.9	0.2
GCF_003700305.1	NZ_RBRK01000003.1	40710	40069	lcl|ORF38_NZ_RBRK01000003.1:40710:40069	TIGR01865.1	0.053	10.5	0.1
GCF_003700335.1	NZ_RBQZ01000064.1	3645	4286	lcl|ORF1_NZ_RBQZ01000064.1:3645:4286	TIGR01865.1	0.053	10.5	0.1
GCF_003700375.1	NZ_RBRX01000127.1	26709	26062	lcl|ORF16_NZ_RBRX01000127.1:26709:26062	TIGR01865.1	0.013	12.5	0.0
GCF_003700395.1	NZ_RBRM01000050.1	5829	5185	lcl|ORF9_NZ_RBRM01000050.1:5829:5185	TIGR01865.1	0.081	9.9	0.2
GCF_003700425.1	NZ_RBRW01000013.1	2090	1449	lcl|ORF26_NZ_RBRW01000013.1:2090:1449	TIGR01865.1	0.052	10.6	0.1
GCF_003700445.1	NZ_RBSA01000430.1	28528	27845	lcl|ORF43_NZ_RBSA01000430.1:28528:27845	TIGR01865.1	0.055	10.4	0.1
GCF_003700475.1	NZ_RBSH01000121.1	11181	11516	lcl|ORF1_NZ_RBSH01000121.1:11181:11516	TIGR01865.1	0.074	10.0	0.3
GCF_003700505.1	NZ_RBSE01000069.1	37589	38272	lcl|ORF41_NZ_RBSE01000069.1:37589:38272	TIGR01865.1	0.056	10.4	0.1
GCF_003700615.1	NZ_RBPP01000096.1	3843	4526	lcl|ORF1_NZ_RBPP01000096.1:3843:4526	TIGR01865.1	0.057	10.4	0.1
GCF_003700655.1	NZ_RBPT01000268.1	3671	4315	lcl|ORF3_NZ_RBPT01000268.1:3671:4315	TIGR01865.1	0.08	9.9	0.2
GCF_003700625.1	NZ_RBPO01000128.1	970	1614	lcl|ORF1_NZ_RBPO01000128.1:970:1614	TIGR01865.1	0.082	9.9	0.2
GCF_003700695.1	NZ_RBPR01000445.1	8729	8085	lcl|ORF19_NZ_RBPR01000445.1:8729:8085	TIGR01865.1	0.081	9.9	0.2
GCF_003700715.1	NZ_RBPV01000142.1	13991	14674	lcl|ORF11_NZ_RBPV01000142.1:13991:14674	TIGR01865.1	0.057	10.5	0.1
GCF_003700755.1	NZ_RBPZ01000049.1	260163	260960	lcl|ORF51_NZ_RBPZ01000049.1:260163:260960	TIGR01865.1	0.013	12.7	0.1
GCF_003700765.1	NZ_RBQA01000322.1	38546	37902	lcl|ORF87_NZ_RBQA01000322.1:38546:37902	TIGR01865.1	0.071	10.1	0.1
GCF_003700805.1	NZ_RBQE01000074.1	3650	4291	lcl|ORF20_NZ_RBQE01000074.1:3650:4291	TIGR01865.1	0.056	10.5	0.1
GCF_003700955.1	NZ_RBQQ01000129.1	6761	4335	lcl|ORF2_NZ_RBQQ01000129.1:6761:4335	TIGR01865.1	0.04	10.9	0.0
GCF_003700985.1	NZ_RBQU01000453.1	35858	36502	lcl|ORF32_NZ_RBQU01000453.1:35858:36502	TIGR01865.1	0.081	9.9	0.2
GCF_003701035.1	NZ_RBQW01000288.1	60084	60728	lcl|ORF17_NZ_RBQW01000288.1:60084:60728	TIGR01865.1	0.081	9.9	0.2
GCF_003701045.1	NZ_RBQY01000154.1	8918	8274	lcl|ORF36_NZ_RBQY01000154.1:8918:8274	TIGR01865.1	0.081	9.9	0.2
GCF_003701095.1	NZ_RBQX01000401.1	8921	8277	lcl|ORF53_NZ_RBQX01000401.1:8921:8277	TIGR01865.1	0.081	9.9	0.2
GCF_003701155.1	NZ_RBRH01000336.1	659	15	lcl|ORF54_NZ_RBRH01000336.1:659:15	TIGR01865.1	0.081	9.9	0.2
GCF_003701175.1	NZ_RBRI01000074.1	69234	70289	lcl|ORF13_NZ_RBRI01000074.1:69234:70289	TIGR01865.1	0.1	9.7	0.0
GCF_003701185.1	NZ_RBRD01000088.1	28638	27997	lcl|ORF77_NZ_RBRD01000088.1:28638:27997	TIGR01865.1	0.052	10.6	0.1
GCF_003701195.1	NZ_RBRF01000224.1	8761	8117	lcl|ORF50_NZ_RBRF01000224.1:8761:8117	TIGR01865.1	0.081	9.9	0.2
GCF_003701235.1	NZ_RBRJ01000234.1	76225	77280	lcl|ORF28_NZ_RBRJ01000234.1:76225:77280	TIGR01865.1	0.1	9.7	0.0
GCF_003701255.1	NZ_RBRL01000208.1	29135	30811	lcl|ORF17_NZ_RBRL01000208.1:29135:30811	TIGR01865.1	0.011	12.9	0.2
GCF_003701265.1	NZ_RBRN01000349.1	21826	22470	lcl|ORF12_NZ_RBRN01000349.1:21826:22470	TIGR01865.1	0.081	9.9	0.2
GCF_003701315.1	NZ_RBRP01000052.1	63848	64489	lcl|ORF167_NZ_RBRP01000052.1:63848:64489	TIGR01865.1	0.029	11.4	0.1
GCF_003701335.1	NZ_RBRS01000022.1	73596	72913	lcl|ORF104_NZ_RBRS01000022.1:73596:72913	TIGR01865.1	0.057	10.4	0.1
GCF_003701365.1	NZ_RBRT01000187.1	918	394	lcl|ORF102_NZ_RBRT01000187.1:918:394	TIGR01865.1	0.034	11.2	0.0
GCF_003701385.1	NZ_RBRU01000086.1	3671	4315	lcl|ORF6_NZ_RBRU01000086.1:3671:4315	TIGR01865.1	0.082	9.9	0.2
GCF_003701435.1	NZ_RBRY01000091.1	77300	76212	lcl|ORF154_NZ_RBRY01000091.1:77300:76212	TIGR01865.1	0.003	14.6	0.2
GCF_003701435.1	NZ_RBRY01000050.1	4777	5373	lcl|ORF11_NZ_RBRY01000050.1:4777:5373	TIGR01865.1	0.024	11.6	0.0
GCF_003701475.1	NZ_RBSB01000342.1	15746	16429	lcl|ORF28_NZ_RBSB01000342.1:15746:16429	TIGR01865.1	0.056	10.4	0.1
GCF_003701485.1	NZ_RBSC01000119.1	3627	4310	lcl|ORF1_NZ_RBSC01000119.1:3627:4310	TIGR01865.1	0.054	10.4	0.1
GCF_003701515.1	NZ_RBSF01000152.1	28589	27945	lcl|ORF75_NZ_RBSF01000152.1:28589:27945	TIGR01865.1	0.08	9.9	0.2
GCF_003701535.1	NZ_RBSG01000858.1	15565	15963	lcl|ORF7_NZ_RBSG01000858.1:15565:15963	TIGR01865.1	0.053	10.5	0.0
GCF_003701535.1	NZ_RBSG01000243.1	449	1093	lcl|ORF7_NZ_RBSG01000243.1:449:1093	TIGR01865.1	0.069	10.1	0.1
GCF_003701545.1	NZ_RBSJ01000263.1	28130	28900	lcl|ORF24_NZ_RBSJ01000263.1:28130:28900	TIGR01865.1	0.004	14.2	0.0
GCF_003701555.1	NZ_RBSI01000231.1	17178	17513	lcl|ORF1_NZ_RBSI01000231.1:17178:17513	TIGR01865.1	0.073	10.0	0.3
GCF_003701645.1	NZ_RBSR01000161.1	43150	42506	lcl|ORF23_NZ_RBSR01000161.1:43150:42506	TIGR01865.1	0.068	10.1	0.1
GCF_003701705.1	NZ_RBSW01000057.1	3622	4266	lcl|ORF7_NZ_RBSW01000057.1:3622:4266	TIGR01865.1	0.05	10.6	0.1
